pattern,is_st_label,industry_resonance_bin,market_resonance_bin,event_count,unique_symbol_count,unique_event_date_count,d1_observed_count,d1_missing_count,d1_close_mean,d1_close_median,d1_close_positive_probability,d1_close_ge_1pct_probability,d1_close_ge_3pct_probability,d1_high_mean,d1_high_positive_probability,d1_open_mean,d1_open_positive_probability,d2_observed_count,d2_missing_count,d2_close_mean,d2_close_median,d2_close_positive_probability,d2_close_ge_1pct_probability,d2_close_ge_3pct_probability,d2_high_mean,d2_high_positive_probability,d2_open_mean,d2_open_positive_probability,d3_observed_count,d3_missing_count,d3_close_mean,d3_close_median,d3_close_positive_probability,d3_close_ge_1pct_probability,d3_close_ge_3pct_probability,d3_high_mean,d3_high_positive_probability,d3_open_mean,d3_open_positive_probability,d5_observed_count,d5_missing_count,d5_close_mean,d5_close_median,d5_close_positive_probability,d5_close_ge_1pct_probability,d5_close_ge_3pct_probability,d5_high_mean,d5_high_positive_probability,d5_open_mean,d5_open_positive_probability,success_to_3board_observed_count,success_to_3board_count,success_to_3board_rate,industry_joined_count,industry_join_rate
A,ST,0,0,1,1,1,1,0,0.012084592145015227,0.012084592145015227,1.0,1.0,0.0,0.048338368580060465,1.0,0.031722054380664666,1.0,1,0,0.048338368580060465,0.048338368580060465,1.0,1.0,1.0,0.0619335347432024,1.0,0.012084592145015227,1.0,1,0,-0.004531722054380682,-0.004531722054380682,0.0,0.0,0.0,0.052870090634441036,1.0,0.048338368580060465,1.0,1,0,0.048338368580060465,0.048338368580060465,1.0,1.0,1.0,0.0558912386706949,1.0,0.01963746223564944,1.0,1,0,0.0,1,1.0
A,ST,0,1-5,15,14,13,15,0,0.0179325198355672,0.027216856892010366,0.6,0.6,0.4666666666666667,0.03327350771383533,0.8,-8.303320238098136e-05,0.4,15,0,0.01134155013793557,0.015748031496063186,0.6,0.6,0.4,0.048163818015898786,0.7333333333333333,0.01921020806706908,0.6,15,0,0.001682000878945759,-0.006329113924050667,0.4,0.4,0.26666666666666666,0.03665380416292134,0.7333333333333333,0.01701472817950623,0.5333333333333333,14,1,-0.004799022906492804,-0.01994381978354054,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.01739645630848288,0.5,-0.007822908080895094,0.35714285714285715,15,7,0.4666666666666667,15,1.0
A,ST,0,21-50,38,35,33,38,0,0.006710018668270172,0.007522755558777683,0.5789473684210527,0.4473684210526316,0.34210526315789475,0.03569093919898896,0.8947368421052632,0.01261401852977028,0.7368421052631579,38,0,0.012381053883010567,0.010371517027863764,0.5526315789473685,0.5,0.42105263157894735,0.03371337444074972,0.6842105263157895,0.005348475371166929,0.47368421052631576,38,0,0.019733937988835475,0.018151047722398728,0.6842105263157895,0.6052631578947368,0.3684210526315789,0.04652527789772767,0.7631578947368421,0.01604404570356561,0.5526315789473685,38,0,0.02517723622147854,0.018787933780977095,0.5789473684210527,0.5263157894736842,0.39473684210526316,0.049300293379604336,0.6578947368421053,0.025326440237463676,0.5789473684210527,38,11,0.2894736842105263,38,1.0
A,ST,0,6-20,125,98,113,123,2,0.004360281234393854,0.0024752475247524774,0.5203252032520326,0.3983739837398374,0.2845528455284553,0.03297274248182283,0.8536585365853658,0.008816576884216352,0.5528455284552846,121,4,0.008942306517306728,0.0023201856148493682,0.512396694214876,0.4628099173553719,0.2975206611570248,0.033113057270962136,0.71900826446281,0.009036276858219722,0.47107438016528924,121,4,0.013517784684844344,0.009638554216867545,0.5619834710743802,0.49586776859504134,0.38016528925619836,0.03802615994695334,0.6611570247933884,0.012134756692598331,0.512396694214876,121,4,0.014395244878853058,0.007092198581560183,0.5289256198347108,0.4793388429752066,0.39669421487603307,0.03807146053109029,0.6198347107438017,0.008908400925297847,0.49586776859504134,123,34,0.2764227642276423,125,1.0
A,ST,1,1-5,3,3,3,3,0,-0.024753826686194302,-0.031936127744511045,0.3333333333333333,0.3333333333333333,0.0,0.026250872314674895,0.6666666666666666,-0.021444990203680365,0.0,3,0,-0.013520270961442668,-0.02195608782435121,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009878359506235576,0.6666666666666666,-0.01974417148660257,0.3333333333333333,3,0,0.0030707611854560537,0.027944111776447178,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.02388919961721488,0.6666666666666666,-0.009394471094987625,0.3333333333333333,3,0,-0.06244724978370312,-0.044883303411131004,0.3333333333333333,0.0,0.0,0.006648137977287953,0.6666666666666666,-0.020443735694221643,0.3333333333333333,3,0,0.0,3,1.0
A,ST,1,21-50,21,21,18,21,0,0.010082382690386124,0.004555808656036442,0.5238095238095238,0.42857142857142855,0.38095238095238093,0.04324603300995122,1.0,0.0159246606212533,0.7142857142857143,21,0,0.02001400600429771,0.022900763358778553,0.6666666666666666,0.6190476190476191,0.42857142857142855,0.0432714415437423,0.8095238095238095,0.01468757720841238,0.47619047619047616,21,0,0.03267264955054271,0.04487179487179471,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.057812812699157806,0.7619047619047619,0.03353165223732565,0.6190476190476191,21,0,0.05679019815316882,0.04487179487179471,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.08326090593329745,0.7142857142857143,0.060761892114563315,0.7142857142857143,21,7,0.3333333333333333,21,1.0
A,ST,1,6-20,41,39,41,41,0,0.005373019165064813,0.0031948881789138905,0.5365853658536586,0.43902439024390244,0.2926829268292683,0.03728094983181916,0.9512195121951219,0.010529235975357971,0.7073170731707317,40,1,0.0077418114706434005,0.0,0.45,0.45,0.35,0.03516463905576836,0.8,0.011372804878211601,0.575,41,0,0.006629237461850824,-0.005780346820809301,0.4634146341463415,0.3902439024390244,0.36585365853658536,0.031652229828045914,0.6097560975609756,0.005965477382981371,0.4146341463414634,40,1,-0.0007409100289949844,-0.016371569372212236,0.425,0.35,0.325,0.026521804262390404,0.625,0.004307315772553932,0.45,41,9,0.21951219512195122,41,1.0
A,ST,2,21-50,14,14,14,14,0,0.006683351315418735,-0.0014164305949008194,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.038649938788304854,1.0,0.019014522670661997,0.8571428571428571,14,0,0.020564036805437873,0.013144696822623425,0.7142857142857143,0.6428571428571429,0.35714285714285715,0.04261746958974555,0.9285714285714286,0.004168102256229449,0.2857142857142857,14,0,0.014304673294187767,0.0234375,0.5714285714285714,0.5,0.5,0.041493449548109594,0.7142857142857143,0.02099876127763712,0.5714285714285714,14,0,0.035849845840531296,0.032375819429314,0.6428571428571429,0.6428571428571429,0.5,0.059045254691089344,0.7142857142857143,0.0391644773833464,0.6428571428571429,14,5,0.35714285714285715,14,1.0
A,ST,2,6-20,17,15,17,16,1,0.00566564391250985,0.0037182644941265997,0.5,0.5,0.3125,0.0285743653683372,0.875,0.008369625510358351,0.625,16,1,0.011666203793083911,0.026159767955196367,0.5625,0.5625,0.5,0.030184675239297833,0.6875,0.009331977860557866,0.5,16,1,0.010707125197345804,0.0050205019266870154,0.5625,0.4375,0.3125,0.03681893917686917,0.75,0.013530277758375002,0.625,16,1,0.0033537081332296395,-0.009949837798870598,0.375,0.3125,0.25,0.030528817729218234,0.5625,0.0004104450655892655,0.4375,16,5,0.3125,17,1.0
A,ST,3+,21-50,16,15,16,16,0,0.009810447199506182,0.01359434475258292,0.5,0.5,0.4375,0.0363501894388698,0.9375,0.009275482167914281,0.75,16,0,0.004638571402953075,-0.0059047828741281005,0.5,0.4375,0.3125,0.039800530910186246,0.5625,0.017518805609305306,0.5,15,1,0.008537676810655877,-0.01673640167364021,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.032215250041622054,0.6,0.00794625044597009,0.4,16,0,0.033842601040716846,-0.008427016100432672,0.4375,0.4375,0.4375,0.06971208620478525,0.625,0.038569757162967996,0.5,16,6,0.375,16,1.0
A,ST,3+,6-20,2,2,2,2,0,-0.025608023928292756,-0.025608023928292756,0.0,0.0,0.0,0.02796401060678777,1.0,0.01919208078222634,1.0,2,0,-0.019404168060383087,-0.019404168060383087,0.5,0.5,0.5,0.018796992481202923,0.5,-0.045767222698913645,0.0,2,0,0.0050597964931671235,0.0050597964931671235,0.5,0.5,0.5,0.017591124813969072,0.5,-0.012150783147423794,0.5,2,0,0.008329576358691693,0.008329576358691693,0.5,0.5,0.0,0.018354639015333296,1.0,0.013342107687012494,1.0,2,0,0.0,2,1.0
A,ordinary,0,21-50,458,394,332,456,2,0.008024400481848088,0.0007360365853009698,0.5021929824561403,0.4473684210526316,0.38377192982456143,0.06371310834476138,0.8399122807017544,0.012619383708650247,0.5679824561403509,455,3,0.0016542049266740114,-0.011815252416756294,0.4087912087912088,0.3824175824175824,0.32967032967032966,0.04749554166574722,0.6131868131868132,-0.0009831586351400497,0.3956043956043956,455,3,0.0006283824514451671,-0.026369168356997985,0.4153846153846154,0.389010989010989,0.3098901098901099,0.03960609299189112,0.5230769230769231,-0.007113156589954666,0.3384615384615385,455,3,-0.01221400180141663,-0.04169825625473833,0.3516483516483517,0.31648351648351647,0.2835164835164835,0.026531393475437027,0.4725274725274725,-0.013795861069571468,0.34285714285714286,456,128,0.2807017543859649,458,1.0
