pattern,is_st_label,industry_resonance_bin,event_count,unique_symbol_count,unique_event_date_count,d1_observed_count,d1_missing_count,d1_close_mean,d1_close_median,d1_close_positive_probability,d1_close_ge_1pct_probability,d1_close_ge_3pct_probability,d1_high_mean,d1_high_positive_probability,d1_open_mean,d1_open_positive_probability,d2_observed_count,d2_missing_count,d2_close_mean,d2_close_median,d2_close_positive_probability,d2_close_ge_1pct_probability,d2_close_ge_3pct_probability,d2_high_mean,d2_high_positive_probability,d2_open_mean,d2_open_positive_probability,d3_observed_count,d3_missing_count,d3_close_mean,d3_close_median,d3_close_positive_probability,d3_close_ge_1pct_probability,d3_close_ge_3pct_probability,d3_high_mean,d3_high_positive_probability,d3_open_mean,d3_open_positive_probability,d5_observed_count,d5_missing_count,d5_close_mean,d5_close_median,d5_close_positive_probability,d5_close_ge_1pct_probability,d5_close_ge_3pct_probability,d5_high_mean,d5_high_positive_probability,d5_open_mean,d5_open_positive_probability,success_to_3board_observed_count,success_to_3board_count,success_to_3board_rate,industry_joined_count,industry_join_rate
A,ST,0,179,125,160,177,2,0.006058574524877027,0.004761904761904745,0.5423728813559322,0.4293785310734463,0.3107344632768362,0.03366861016448237,0.8587570621468926,0.00900705207477306,0.5819209039548022,175,4,0.010119775753129197,0.008810572687224738,0.5314285714285715,0.4857142857142857,0.33714285714285713,0.0346981655058091,0.7142857142857143,0.009124967297714177,0.4857142857142857,175,4,0.013749942180409827,0.010654490106544845,0.5714285714285714,0.5085714285714286,0.3657142857142857,0.039838874667275814,0.6914285714285714,0.0136087919303574,0.5257142857142857,174,5,0.015400641693371067,0.006198714162933494,0.5287356321839081,0.47701149425287354,0.3850574712643678,0.03896264080273761,0.6206896551724138,0.011209413736136651,0.5057471264367817,177,52,0.2937853107344633,179,1.0
A,ST,1,65,59,62,65,0,0.0055040360339566625,0.0031948881789138905,0.5230769230769231,0.4307692307692308,0.3076923076923077,0.0386990500501167,0.9538461538461539,0.010796639652691616,0.676923076923077,64,1,0.010771965187994685,0.009116937914406265,0.515625,0.5,0.375,0.03663938926825046,0.796875,0.011001856281958067,0.53125,65,0,0.014879025539286906,0.0008012820512821595,0.5076923076923077,0.46153846153846156,0.4307692307692308,0.03974581674590526,0.6615384615384615,0.014162551636940184,0.47692307692307695,64,1,0.015244000167275564,0.002219755826859071,0.5,0.4375,0.390625,0.0442077438910426,0.65625,0.021671268097270654,0.53125,65,16,0.24615384615384617,65,1.0
A,ST,2,31,27,31,30,1,0.00614057403386733,-0.0014164305949008194,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.03327629963098878,0.9333333333333333,0.013337244185166719,0.7333333333333333,30,1,0.01581852586551576,0.017878704246731325,0.6333333333333333,0.6,0.43333333333333335,0.035986645936173435,0.8,0.006922169245204605,0.4,30,1,0.012385980975872053,0.006771579512893866,0.5666666666666667,0.4666666666666667,0.4,0.0390003773501147,0.7333333333333333,0.01701557006736399,0.6,30,1,0.018518572396637078,0.0014326647564469885,0.5,0.4666666666666667,0.36666666666666664,0.04383648831142475,0.6333333333333333,0.018495660147209263,0.5333333333333333,30,10,0.3333333333333333,31,1.0
A,ST,3+,18,17,18,18,0,0.005875061518639634,-0.005415162454873612,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.03541839179086068,0.9444444444444444,0.010377326458393399,0.7777777777777778,18,0,0.0019671559070268347,-0.0059047828741281005,0.5,0.4444444444444444,0.3333333333333333,0.03746680441807699,0.5555555555555556,0.010487024686169867,0.4444444444444444,17,1,0.008128514420363083,-0.01673640167364021,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0304947647207217,0.5882352941176471,0.005581893552629633,0.4117647058823529,18,0,0.03100782052049183,-0.006476789800588467,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.06400570318373504,0.6666666666666666,0.03576668499897294,0.5555555555555556,18,6,0.3333333333333333,18,1.0
A,ordinary,0,884,687,647,881,3,0.011167571651029128,0.004938271604938427,0.5232690124858116,0.4676503972758229,0.4018161180476731,0.06628301164338431,0.8706015891032917,0.015541825973778546,0.5970488081725313,880,4,0.006678298227002066,-0.01009296789551567,0.4318181818181818,0.40795454545454546,0.34204545454545454,0.052105658220821305,0.6261363636363636,0.004443448163523137,0.4113636363636364,880,4,0.004600674568382341,-0.024132310204454555,0.42272727272727273,0.3965909090909091,0.325,0.04526147718551464,0.5511363636363636,-0.0016421796736432923,0.35909090909090907,881,3,-0.006550598379307352,-0.03940273745333889,0.3598183881952327,0.3314415437003405,0.2996594778660613,0.029743233523007687,0.4801362088535755,-0.010537985151624622,0.34506242905788875,881,257,0.2917139614074915,884,1.0
A,ordinary,1,647,552,497,646,1,0.011712208693624373,0.004532403609516011,0.5154798761609907,0.47678018575851394,0.4055727554179567,0.06415528967848108,0.8606811145510835,0.01607791702391676,0.5804953560371517,645,2,0.007824400443721671,-0.009153318077803174,0.4542635658914729,0.4062015503875969,0.33178294573643413,0.05328670900746619,0.641860465116279,0.007525998085831056,0.4310077519379845,645,2,0.0012291378452926826,-0.027564102564102577,0.4186046511627907,0.3891472868217054,0.3054263565891473,0.04353780094839397,0.5457364341085271,-0.0018113389093618918,0.38449612403100775,645,2,-0.0042799027427723214,-0.042424242424242364,0.3550387596899225,0.3364341085271318,0.2868217054263566,0.029401357401681507,0.4542635658914729,-0.008635996997347508,0.3488372093023256,646,196,0.30340557275541796,647,1.0
A,ordinary,2,467,424,368,465,2,0.007283264495072804,-0.006339144215530945,0.4731182795698925,0.44086021505376344,0.38064516129032255,0.06475517225323646,0.843010752688172,0.017932045351234046,0.6,465,2,0.004072375396056029,-0.010245901639344246,0.4150537634408602,0.37849462365591396,0.3053763440860215,0.04996668939561844,0.6279569892473118,8.912786045685495e-05,0.3763440860215054,466,1,-0.0028107376797233386,-0.030482444675146214,0.38626609442060084,0.37124463519313305,0.3133047210300429,0.040160207122088946,0.5343347639484979,-0.006568363079779616,0.33476394849785407,465,2,-0.005942597447815759,-0.042158516020236125,0.35913978494623655,0.3247311827956989,0.2645161290322581,0.02797346277479482,0.4645161290322581,-0.010660282459478141,0.3225806451612903,465,136,0.2924731182795699,467,1.0
A,ordinary,3+,1434,1077,688,1432,2,0.00915031287185047,0.0,0.4972067039106145,0.4511173184357542,0.3819832402234637,0.0642685303989712,0.8645251396648045,0.020808547849415986,0.6075418994413407,1433,1,0.004480023442559031,-0.011133603238866474,0.41311933007676205,0.37264480111653875,0.31472435450104674,0.05222631459234688,0.6350314026517795,0.00575725644717332,0.4089323098394976,1433,1,-0.0031598644550100453,-0.03186558516801863,0.39497557571528263,0.3712491277041172,0.31402651779483604,0.039095415865685455,0.5157013258897418,-0.004092813994839043,0.35101186322400557,1432,2,-0.0071081646289830125,-0.04081522026548218,0.361731843575419,0.3344972067039106,0.2807262569832402,0.029046933392142475,0.4574022346368715,-0.00936700714842334,0.3463687150837989,1432,377,0.263268156424581,1434,1.0
B,ST,0,45,42,45,45,0,0.010083635494339074,0.02431059506531219,0.5555555555555556,0.5333333333333333,0.4666666666666667,0.03015529338418472,0.8888888888888888,0.00543424586647853,0.5333333333333333,45,0,0.012066013534275168,0.0037878787878786735,0.5333333333333333,0.4666666666666667,0.37777777777777777,0.03697549642245475,0.7333333333333333,0.01403652778868145,0.5555555555555556,44,1,0.011074504202003092,-0.005771035345636444,0.4772727272727273,0.45454545454545453,0.36363636363636365,0.03105902316157757,0.6363636363636364,0.011519803905357102,0.5227272727272727,43,2,0.011798332662562831,-0.0007256894049346707,0.37209302325581395,0.3488372093023256,0.32558139534883723,0.03189529342201311,0.5581395348837209,0.0102554691502108,0.3488372093023256,0,0,,45,1.0
B,ST,1,15,14,14,15,0,-0.007788377659955481,-0.021621621621621623,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020885366501133863,0.7333333333333333,-0.002767100644805927,0.4666666666666667,15,0,-0.01715152995117446,-0.02782071097372485,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.013729850253272965,0.4666666666666667,-0.012760732836202538,0.3333333333333333,15,0,-0.03506321715227477,-0.05405405405405406,0.26666666666666666,0.26666666666666666,0.2,-0.0021771036766481105,0.4,-0.02798212295445707,0.26666666666666666,14,1,-0.027937019968822703,-0.018162830527590934,0.5,0.42857142857142855,0.2857142857142857,-0.013408783497707808,0.5,-0.046614434410941055,0.42857142857142855,0,0,,15,1.0
