date,selected_count,gross_return,turnover,cost,net_return,selected_codes
2023-04-21,30,0.0039476565719068915,1.0,0.0012,0.002747656571906892,"000008.SZ,000019.SZ,000025.SZ,000029.SZ,000039.SZ,000048.SZ,000059.SZ,000065.SZ,000066.SZ,000069.SZ,000073.SZ,000077.SZ,000085.SZ,600002.SH,600005.SH,600007.SH,600010.SH,600012.SH,600030.SH,600033.SH,600036.SH,600038.SH,600041.SH,600065.SH,600066.SH,600067.SH,600071.SH,600072.SH,600073.SH,600086.SH"
2023-04-24,30,0.011139669820021729,0.7333333333333334,0.00088,0.010259669820021728,"000003.SZ,000004.SZ,000008.SZ,000010.SZ,000012.SZ,000013.SZ,000015.SZ,000020.SZ,000021.SZ,000028.SZ,000048.SZ,000049.SZ,000053.SZ,000056.SZ,000057.SZ,000067.SZ,000069.SZ,600002.SH,600007.SH,600012.SH,600017.SH,600021.SH,600026.SH,600030.SH,600044.SH,600053.SH,600072.SH,600084.SH,600085.SH,600089.SH"
2023-04-25,30,0.009206101950404404,0.6333333333333333,0.0007599999999999999,0.008446101950404404,"000001.SZ,000013.SZ,000015.SZ,000024.SZ,000033.SZ,000048.SZ,000049.SZ,000056.SZ,000057.SZ,000059.SZ,000064.SZ,000065.SZ,000069.SZ,000072.SZ,600002.SH,600012.SH,600016.SH,600025.SH,600026.SH,600029.SH,600036.SH,600038.SH,600040.SH,600041.SH,600056.SH,600061.SH,600080.SH,600086.SH,600087.SH,600089.SH"
2023-04-26,30,0.004243690526921529,0.7666666666666666,0.0009199999999999999,0.0033236905269215288,"000002.SZ,000008.SZ,000014.SZ,000015.SZ,000019.SZ,000032.SZ,000039.SZ,000043.SZ,000049.SZ,000069.SZ,000073.SZ,000080.SZ,000083.SZ,000085.SZ,600003.SH,600005.SH,600006.SH,600007.SH,600012.SH,600025.SH,600034.SH,600036.SH,600053.SH,600055.SH,600060.SH,600064.SH,600065.SH,600072.SH,600073.SH,600089.SH"
2023-04-27,30,-0.00560928874936825,0.6666666666666667,0.0008,-0.006409288749368251,"000001.SZ,000015.SZ,000022.SZ,000024.SZ,000031.SZ,000032.SZ,000046.SZ,000049.SZ,000053.SZ,000057.SZ,000065.SZ,000067.SZ,000077.SZ,000082.SZ,000085.SZ,600002.SH,600006.SH,600019.SH,600021.SH,600031.SH,600032.SH,600038.SH,600053.SH,600058.SH,600064.SH,600065.SH,600067.SH,600072.SH,600076.SH,600089.SH"
2023-04-28,30,0.026482391837205514,0.7,0.0008399999999999998,0.025642391837205514,"000010.SZ,000014.SZ,000015.SZ,000021.SZ,000032.SZ,000042.SZ,000045.SZ,000049.SZ,000053.SZ,000057.SZ,000058.SZ,000069.SZ,000072.SZ,000073.SZ,000080.SZ,600007.SH,600013.SH,600016.SH,600022.SH,600031.SH,600032.SH,600036.SH,600055.SH,600061.SH,600076.SH,600084.SH,600085.SH,600086.SH,600087.SH,600089.SH"
2023-05-01,30,0.006184221635099737,0.6333333333333333,0.0007599999999999999,0.005424221635099737,"000014.SZ,000015.SZ,000021.SZ,000032.SZ,000033.SZ,000039.SZ,000042.SZ,000058.SZ,000062.SZ,000064.SZ,000086.SZ,600001.SH,600003.SH,600005.SH,600009.SH,600016.SH,600019.SH,600023.SH,600027.SH,600036.SH,600037.SH,600039.SH,600045.SH,600053.SH,600061.SH,600065.SH,600072.SH,600082.SH,600085.SH,600089.SH"
2023-05-02,30,0.00030656965071192605,0.7,0.0008399999999999998,-0.0005334303492880738,"000001.SZ,000008.SZ,000015.SZ,000022.SZ,000024.SZ,000028.SZ,000038.SZ,000042.SZ,000045.SZ,000048.SZ,000056.SZ,000065.SZ,000067.SZ,000076.SZ,000085.SZ,600005.SH,600016.SH,600017.SH,600020.SH,600035.SH,600043.SH,600056.SH,600061.SH,600065.SH,600069.SH,600072.SH,600081.SH,600082.SH,600086.SH,600089.SH"
2023-05-03,30,0.02198682238795071,0.6333333333333333,0.0007599999999999999,0.02122682238795071,"000001.SZ,000015.SZ,000028.SZ,000032.SZ,000033.SZ,000034.SZ,000042.SZ,000044.SZ,000045.SZ,000048.SZ,000063.SZ,000067.SZ,000068.SZ,000070.SZ,000073.SZ,000078.SZ,000082.SZ,000087.SZ,600009.SH,600012.SH,600016.SH,600025.SH,600034.SH,600053.SH,600056.SH,600065.SH,600066.SH,600080.SH,600085.SH,600089.SH"
2023-05-04,30,0.02651929690768349,0.6,0.0007199999999999999,0.02579929690768349,"000014.SZ,000024.SZ,000030.SZ,000034.SZ,000037.SZ,000042.SZ,000048.SZ,000061.SZ,000063.SZ,000067.SZ,000083.SZ,000087.SZ,600007.SH,600009.SH,600013.SH,600021.SH,600031.SH,600037.SH,600039.SH,600043.SH,600053.SH,600064.SH,600065.SH,600066.SH,600067.SH,600069.SH,600080.SH,600081.SH,600085.SH,600086.SH"
2023-05-05,30,0.017301955745095687,0.6333333333333333,0.0007599999999999999,0.016541955745095687,"000001.SZ,000012.SZ,000025.SZ,000028.SZ,000032.SZ,000042.SZ,000051.SZ,000062.SZ,000066.SZ,000069.SZ,000082.SZ,000083.SZ,000084.SZ,000086.SZ,600001.SH,600007.SH,600009.SH,600016.SH,600018.SH,600021.SH,600036.SH,600037.SH,600039.SH,600040.SH,600043.SH,600046.SH,600053.SH,600082.SH,600085.SH,600086.SH"
