date,ts_code,industry,close,amount,blend_score,score_rank_pct,daily_rank,pred_return_1d,pred_return_3d,pred_return_5d,pred_return_10d,pred_return_20d
2026-05-07,600070.SH,materials,75.31349327745214,142559331.36694422,0.9584269662921349,1.0,1.0,0.00615868410526878,0.012322012948513872,0.006677066381405811,0.01909195801767577,0.01867336140698971
2026-05-07,600016.SH,bank,73.09006596427368,570068858.3488742,0.957303370786517,0.9887640449438202,2.0,0.010428223466688594,0.01583380989938127,0.022497090050733564,0.03809676012198959,0.006053551033562846
2026-05-07,000075.SZ,health,16.36417070008589,116772835.7421073,0.898876404494382,0.9775280898876404,3.0,0.005212262252142088,0.0062570427009301394,0.0059376491555542315,0.009058772976946622,0.010429921178237123
2026-05-07,600029.SH,energy,15.588763612718498,74381858.93686686,0.8943820224719102,0.9662921348314607,4.0,0.007009286634888641,0.008291237418477081,0.008520942386164212,0.009047193262642325,0.005124965658728751
2026-05-07,000032.SZ,tech,20.7293628235337,107796032.1132869,0.8943820224719101,0.9550561797752809,5.0,0.005085552159061019,0.004654522776885854,0.00935293482896394,0.01083961729327586,0.009714650603433054
2026-05-07,600072.SH,bank,22.542875768571285,87986100.25202468,0.8724719101123596,0.9438202247191011,6.0,0.0027225292642991308,0.004182554918254738,0.004224315334887905,0.017026844711237298,0.02160438427965884
2026-05-07,000027.SZ,health,41.606693262844516,84870154.00301565,0.8623595505617978,0.9325842696629213,7.0,0.005368501307886636,0.005770173280567723,0.003360253602682432,0.011631821417477553,0.010100838861852007
2026-05-07,000066.SZ,consumer,25.03066386307112,130784099.12994896,0.8578651685393258,0.9213483146067416,8.0,0.0008042674160488003,0.0056093263162967765,0.006495215584192585,0.009025273266087366,0.01244337076647544
2026-05-07,600062.SH,materials,12.37775571783937,56222539.46383525,0.8522471910112359,0.9101123595505618,9.0,0.009017929109070233,0.006029222615593008,0.007348463552692489,0.010028914947056197,0.0014935514633389957
2026-05-07,600045.SH,energy,23.109875727943912,283658972.94746363,0.8028089887640449,0.898876404494382,10.0,0.007154191400150504,0.006088166200989144,0.004332390158378455,0.0070144913878234525,0.00017071736264564718
2026-05-07,600077.SH,energy,24.089043506830397,94191431.21354972,0.7943820224719101,0.8876404494382022,11.0,0.0010830355671457102,0.002186872463301078,0.004615535634622045,0.0055370927637356845,0.009849472416498008
2026-05-07,000073.SZ,industrial,22.10326573537545,278652164.7849823,0.7820224719101124,0.8764044943820225,12.0,-0.0004397554650682858,0.0008793189592515114,0.003839196221994626,0.012288136651610874,0.021305069250043104
2026-05-07,000022.SZ,finance,38.72892345754617,155862129.86563343,0.7634831460674156,0.8651685393258427,13.0,0.0022946160414678827,0.0038756393811262974,0.001129491100469991,0.00466768629105192,0.008458215609023765
2026-05-07,000028.SZ,energy,16.2985330428452,60081889.4644485,0.7567415730337079,0.8539325842696629,14.0,0.004143460085046705,0.00600485979504641,0.004495246944987344,0.006151075027549152,-0.0012563577386587466
2026-05-07,600085.SH,energy,51.062884157250224,68134122.2137214,0.7511235955056181,0.8426966292134831,15.0,0.00022180596860505228,0.003025697735919831,0.004546922143919109,0.004005796003257096,0.005791097960187693
2026-05-07,000014.SZ,finance,40.20959798218406,148476786.03762203,0.7359550561797752,0.8314606741573034,16.0,0.005199593773806453,0.00922820049188113,0.008713490444400283,0.0008231072554490384,-0.004748861478867506
2026-05-07,000085.SZ,materials,12.57818253512456,81869888.22596139,0.7325842696629213,0.8202247191011236,17.0,0.00042999910480949954,0.002749388419927458,0.003576547065884753,0.009076072450722006,0.0023339566858116686
2026-05-07,000080.SZ,tech,90.43927555817,1269173113.6794884,0.7252808988764045,0.8089887640449438,18.0,0.006609662622134699,0.008301484489994876,0.0010314564030789364,0.01749059874064348,-0.015141507694058618
