date,ts_code,industry,close,amount,blend_score,score_rank_pct,daily_rank,pred_return_1d,pred_return_3d,pred_return_5d,pred_return_10d,pred_return_20d
2026-05-08,600019.SH,consumer,58.68245215534389,252110093.49070823,0.9833333333333333,1.0,1.0,0.01529825588819792,0.006897224240922295,0.015418784889206696,0.020626349226821824,0.01673752367032977
2026-05-08,600070.SH,materials,81.03467905584992,347041087.2565945,0.9285714285714286,0.9880952380952381,2.0,0.009119218876101894,-0.00358321490444909,0.014055008221807495,0.023521784158060773,0.04641495885489578
2026-05-08,600083.SH,consumer,9.026043412469258,88785602.82435492,0.8839285714285714,0.9761904761904762,3.0,0.010362882672585989,-0.004455723697456204,0.009934255642819972,0.012915836680293929,0.011505828555832046
2026-05-08,600086.SH,materials,68.93062693158014,573998636.1917928,0.8708333333333335,0.9642857142857143,4.0,0.011280264196005845,-0.004955992065439568,0.010231075015367967,0.03115835733400398,0.005544559477328743
2026-05-08,600039.SH,finance,5.946289134095676,61755463.22469797,0.8595238095238095,0.9523809523809523,5.0,0.0025164613417963085,-0.0020795481724559858,0.001557232281674596,0.011518438867341545,0.02384056437413621
2026-05-08,600021.SH,energy,19.79387680737845,66672246.97461019,0.8434523809523811,0.9404761904761905,6.0,0.002772763551825903,0.002817274478600279,0.0035629622635238154,0.00367013204169614,0.011338832128725992
2026-05-08,600007.SH,finance,21.931190362776423,143338456.8673871,0.8232142857142857,0.9285714285714286,7.0,0.0016644579448510288,-0.004192623904226653,0.009971566148333359,0.009535048448740521,0.007140751355827162
2026-05-08,600087.SH,finance,52.37764769830696,122812413.08633943,0.8196428571428572,0.9166666666666666,8.0,0.002426264693228253,-0.004808508591801943,0.006931444128985525,0.00621056786242652,0.012634143618609947
2026-05-08,000010.SZ,consumer,16.96772091912939,93947643.5508568,0.8148809523809524,0.9047619047619048,9.0,0.0016303580167224977,0.003046481059430095,-0.001059465876057014,0.0084252036221666,0.022993861121709053
2026-05-08,600003.SH,consumer,24.068919083209753,71631506.9928694,0.8113095238095238,0.8928571428571429,10.0,0.0020715686358260404,-0.0032797803953497234,0.0041789371216096995,0.009188807900802067,0.005810819960020011
2026-05-08,600063.SH,finance,12.632622096004635,126073742.76926062,0.8041666666666667,0.8809523809523809,11.0,0.008299572163488316,-0.0051660312979315256,0.007141329308004026,0.008592549332452756,0.003928763656947226
2026-05-08,600072.SH,bank,22.962707713187964,90794077.37047733,0.7982142857142858,0.8690476190476191,12.0,0.0003245441857240897,-0.005803223116094606,0.0064295504527544034,0.013615989234368178,0.02446065179800598
2026-05-08,000022.SZ,finance,40.679541314420575,152658251.72940326,0.7880952380952382,0.8571428571428571,13.0,0.006383524311266605,-0.006107373963478178,0.00994474017764531,0.00845276178924857,0.003989315399945417
2026-05-08,000025.SZ,industrial,11.533522319934233,60687815.560018435,0.7607142857142858,0.8452380952380952,14.0,0.003670796788351961,0.0037013906075185257,0.0038598863718781623,0.0038607138424097648,-0.00620508113893811
2026-05-08,600057.SH,tech,24.513657388997945,79728329.63421634,0.7482142857142857,0.8333333333333334,15.0,0.003665468873123482,-0.005180318225447215,0.003023766704392542,0.004899559172945345,0.0034322631138294923
2026-05-08,600040.SH,bank,16.199645615838943,71141335.76668152,0.7482142857142856,0.8214285714285714,16.0,-0.0004741663487989672,0.001523147257837154,0.0013804674839238977,0.0022987004600867915,0.007689203452317583
2026-05-08,600041.SH,tech,17.193094816602535,72569774.49342534,0.7345238095238095,0.8095238095238095,17.0,0.009733237621729533,-0.006100119124050921,0.008877440559590421,0.005357445352632598,-0.0012902864608024087
